order_id,customer_id,customer_name,customer_email,customer_age,customer_gender,customer_city,customer_state,registration_date,order_date,order_status,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percent,shipping_cost,payment_method,device_type,rating,review_text,is_returned,delivery_days
ORD0008489,CUST00764,Vishal Mehta,vishal.mehta187@yahoo.com,52,Female,Surat,Gujarat,2021-09-06,2022-12-29,Completed,PROD7955,Bajaj Kitchen Appliances Smart G9,Home & Kitchen,Kitchen Appliances,Bajaj,47745.96,9,15.0,195.58,Credit Card,Desktop,5.0,Easy to assemble.,False,9
ORD0006061,CUST01446,Deepak Verma,deepak.verma694@yahoo.com,51,Female,Vadodara,Gujarat,2021-07-30,2022-12-29,Completed,PROD9575,UCB Women's Clothing Smart X1,Fashion,Women's Clothing,UCB,366.43,10,5.0,97.97,UPI,Mobile,,Perfect for casual wear.,False,15
ORD0005178,CUST01443,Amara Bose,amara.bose473@yahoo.com,45,Female,Vadodara,Gujarat,2021-12-05,2022-12-29,Completed,PROD8117,Zara Bags Elite R6,Fashion,Bags,Zara,11079.63,5,0.0,86.56,UPI,Mobile,4.0,Perfect for casual wear.,False,6
ORD0008985,CUST00380,Shruti Yadav,shruti.yadav767@hotmail.com,34,Male,Visakhapatnam,Andhra Pradesh,2021-09-06,2022-12-29,Completed,PROD5467,UCB Bags Premium G9,Fashion,Bags,UCB,9778.89,8,0.0,72.71,Net Banking,Desktop,4.0,Comfortable and stylish.,False,10
ORD0007295,CUST02660,Deepak Chauhan,deepak.chauhan227@gmail.com,20,Female,Bhubaneswar,Odisha,2021-10-25,2022-12-29,Completed,PROD5260,Levi's Bags Lite A7,Fashion,Bags,Levi's,429.43,3,15.0,5.79,Credit Card,Mobile,2.0,Exactly as shown in picture.,False,8
ORD0000598,CUST01649,Gaurav Shah,gaurav.shah914@yahoo.com,29,Male,Chennai,Tamil Nadu,2021-07-24,2022-12-29,Pending,PROD4129,Decathlon Team Sports Max S2,Sports,Team Sports,Decathlon,24053.8,10,10.0,193.31,UPI,Desktop,,,False,11
ORD0006261,CUST00386,Amit Chauhan,amit.chauhan186@gmail.com,70,Male,Kanpur,Uttar Pradesh,2021-02-21,2022-12-30,Completed,PROD4579,Adidas Team Sports Classic S2,Sports,Team Sports,Adidas,29990.43,2,5.0,94.73,UPI,Mobile,5.0,Perfect for outdoor activities.,False,7
ORD0008356,CUST01169,Deepak Gupta,deepak.gupta630@outlook.com,18,Female,Kochi,Kerala,2021-08-06,2022-12-30,Completed,PROD5815,Barbie Remote Control Max V3,Toys,Remote Control,Barbie,4782.83,3,10.0,74.59,Credit Card,Mobile,4.0,,False,10
ORD0007653,CUST00454,Rahul Sharma,rahul.sharma855@hotmail.com,49,Male,Coimbatore,Tamil Nadu,2021-11-16,2022-12-30,Completed,PROD5385,Bosch Kitchen Appliances Ultra A7,Home & Kitchen,Kitchen Appliances,Bosch,12986.75,6,5.0,140.49,UPI,Mobile,4.0,,False,3
ORD0000013,CUST02950,Amit Joshi,amit.joshi184@outlook.com,40,Male,Chennai,Tamil Nadu,2021-10-11,2022-12-30,Completed,PROD5726,HP TV & Monitors Pro Z5,Electronics,TV & Monitors,HP,127116.76,6,5.0,177.7,COD,Mobile,4.0,,False,6
ORD0001193,CUST01368,Swati Pandey,swati.pandey435@gmail.com,45,Male,Ahmedabad,Gujarat,2021-11-29,2022-12-30,Completed,PROD1044,Lenovo Cameras Elite K8,Electronics,Cameras,Lenovo,26562.42,6,30.0,86.94,UPI,Mobile,,,False,3
ORD0006667,CUST01556,Manoj Chauhan,manoj.chauhan783@gmail.com,24,Female,Vadodara,Gujarat,2021-07-17,2022-12-30,Returned,PROD8991,Mango Men's Clothing Max G9,Fashion,Men's Clothing,Mango,10423.89,5,10.0,32.03,UPI,Desktop,,,True,14
ORD0009673,CUST00193,Ayaan Jain,ayaan.jain339@hotmail.com,47,Male,Bangalore,Karnataka,2021-09-04,2022-12-30,Completed,PROD8553,Philips Home Decor Smart K8,Home & Kitchen,Home Decor,Philips,47123.74,6,40.0,181.93,UPI,Tablet,3.0,Great quality product.,False,11
ORD0004473,CUST00013,Aditi Bose,aditi.bose8@hotmail.com,41,Male,Hyderabad,Telangana,2021-03-03,2022-12-30,Completed,PROD2034,OnePlus TV & Monitors Max V3,Electronics,TV & Monitors,OnePlus,69546.01,1,20.0,63.93,UPI,Mobile,5.0,Great value for money.,False,8
ORD0001618,CUST01973,Umesh Mehta,umesh.mehta182@hotmail.com,68,Male,Lucknow,Uttar Pradesh,2021-08-03,2022-12-30,Cancelled,PROD7750,Levi's Accessories Premium K8,Fashion,Accessories,Levi's,14829.25,10,10.0,63.32,COD,Mobile,,,False,4
ORD0005629,CUST00360,Vikram Jain,vikram.jain775@gmail.com,55,Male,Ahmedabad,Gujarat,2021-09-03,2022-12-30,Completed,PROD4073,HP Smartphones Elite K8,Electronics,Smartphones,HP,139885.39,9,20.0,50.04,Credit Card,Mobile,3.0,Excellent performance!,False,14
ORD0006801,CUST02433,Ankit Ghosh,ankit.ghosh252@outlook.com,42,Female,Kochi,Kerala,2021-01-19,2022-12-30,Pending,PROD6196,Decathlon Fitness Equipment Eco V3,Sports,Fitness Equipment,Decathlon,10109.63,6,15.0,133.1,UPI,Mobile,,,False,6
ORD0008130,CUST01367,Karan Reddy,karan.reddy232@yahoo.com,43,Female,Visakhapatnam,Andhra Pradesh,2021-06-20,2022-12-30,Pending,PROD6234,Nike Men's Clothing Premium M4,Fashion,Men's Clothing,Nike,14499.17,7,15.0,15.98,Wallet,Desktop,,,False,11
ORD0009742,CUST00359,Riya Nair,riya.nair657@gmail.com,47,Other,Kolkata,West Bengal,2021-11-03,2022-12-30,Pending,PROD6405,Oxford Fiction Pro R6,Books,Fiction,Oxford,786.27,6,30.0,38.27,Credit Card,Mobile,,,False,15
ORD0009512,CUST01795,Pooja Yadav,pooja.yadav143@gmail.com,22,Male,Jaipur,Rajasthan,2021-04-05,2022-12-30,Returned,PROD1064,Decathlon Outdoor Sports Premium V3,Sports,Outdoor Sports,Decathlon,2147.58,9,10.0,198.55,COD,Mobile,,,True,11
ORD0007952,CUST00494,Varun Patel,varun.patel616@yahoo.com,43,Female,Chennai,Tamil Nadu,2021-03-30,2022-12-30,Completed,PROD6081,Scholastic Children's Books Ultra R6,Books,Children's Books,Scholastic,1184.06,6,50.0,33.53,Credit Card,Tablet,,Very informative read.,False,13
ORD0006339,CUST01009,Pooja Srivastava,pooja.srivastava513@outlook.com,19,Male,Lucknow,Uttar Pradesh,2021-07-25,2022-12-30,Completed,PROD6626,Oxford Comics Smart X1,Books,Comics,Oxford,145.54,7,30.0,41.07,Credit Card,Mobile,,,False,11
ORD0001258,CUST00944,Varun Chatterjee,varun.chatterjee335@yahoo.com,64,Female,Bhopal,Madhya Pradesh,2021-01-17,2022-12-30,Completed,PROD2011,OnePlus Smartphones Pro A7,Electronics,Smartphones,OnePlus,81244.2,7,10.0,195.13,Wallet,Tablet,5.0,Highly recommend this product.,False,7
ORD0003580,CUST00103,Nikhil Verma,nikhil.verma729@gmail.com,46,Female,Vadodara,Gujarat,2021-04-20,2022-12-30,Returned,PROD2836,HP Tablets Classic V3,Electronics,Tablets,HP,22819.81,1,0.0,156.72,Net Banking,Mobile,,,True,14
ORD0001633,CUST02321,Jaya Banerjee,jaya.banerjee776@outlook.com,23,Female,Vadodara,Gujarat,2021-05-02,2022-12-30,Pending,PROD4330,Puma Bags Pro G9,Fashion,Bags,Puma,5933.56,1,40.0,187.69,Net Banking,Mobile,,,False,6
ORD0002256,CUST00541,Pankaj Bose,pankaj.bose260@hotmail.com,56,Female,Mumbai,Maharashtra,2021-08-13,2022-12-31,Cancelled,PROD6431,Nike Footwear Pro T10,Fashion,Footwear,Nike,9032.82,8,0.0,177.85,UPI,Mobile,,,False,14
ORD0009976,CUST01605,Sneha Nair,sneha.nair162@gmail.com,57,Female,Patna,Bihar,2021-01-31,2022-12-31,Pending,PROD7505,Mango Bags Plus Z5,Fashion,Bags,Mango,5466.03,3,0.0,169.68,Wallet,Desktop,,,False,8
ORD0009091,CUST01072,Pallavi Ghosh,pallavi.ghosh950@outlook.com,38,Male,Mumbai,Maharashtra,2021-03-08,2022-12-31,Completed,PROD2870,Prestige Furniture Elite X1,Home & Kitchen,Furniture,Prestige,39115.94,10,0.0,138.77,COD,Desktop,3.0,Perfect size for my home.,False,4
ORD0004751,CUST00992,Kunal Banerjee,kunal.banerjee386@gmail.com,34,Female,Bangalore,Karnataka,2021-12-08,2022-12-31,Completed,PROD7919,Zara Jewellery Premium T10,Fashion,Jewellery,Zara,4605.14,6,0.0,68.73,Debit Card,Desktop,4.0,Comfortable and stylish.,False,5
ORD0006183,CUST00446,Neha Patel,neha.patel240@gmail.com,31,Male,Delhi,Delhi,2021-06-16,2022-12-31,Completed,PROD2418,Nike Accessories Pro G9,Fashion,Accessories,Nike,6777.59,7,25.0,151.12,Wallet,Desktop,4.0,,False,3
ORD0008199,CUST01603,Lakshmi Das,lakshmi.das759@gmail.com,26,Male,Kolkata,West Bengal,2021-08-05,2022-12-31,Completed,PROD5783,Lenovo TV & Monitors Eco G9,Electronics,TV & Monitors,Lenovo,17085.98,10,0.0,53.03,Debit Card,Mobile,3.0,"Fast delivery, good packaging.",False,6
ORD0008664,CUST01133,Umesh Singh,umesh.singh453@gmail.com,23,Other,Kolkata,West Bengal,2021-03-28,2022-12-31,Cancelled,PROD7228,Mamaearth Fragrances Elite Z5,Beauty,Fragrances,Mamaearth,3264.37,3,0.0,26.1,UPI,Mobile,,,False,11
ORD0003701,CUST01507,Varun Joshi,varun.joshi411@gmail.com,67,Male,Indore,Madhya Pradesh,2021-03-07,2022-12-31,Completed,PROD5579,Samsung Smart Watches Plus X1,Electronics,Smart Watches,Samsung,142908.36,1,40.0,49.55,Credit Card,Desktop,3.0,"Fast delivery, good packaging.",False,6
ORD0003178,CUST01185,Amit Kapoor,amit.kapoor316@hotmail.com,43,Female,Kolkata,West Bengal,2021-01-16,2022-12-31,Pending,PROD8084,Cosco Cycling Elite M4,Sports,Cycling,Cosco,12997.31,10,0.0,105.11,COD,Mobile,,,False,9
ORD0005067,CUST01703,Deepak Kulkarni,deepak.kulkarni482@hotmail.com,66,Male,Kanpur,Uttar Pradesh,2021-07-24,2022-12-31,Completed,PROD7066,Whirlpool Storage Plus X1,Home & Kitchen,Storage,Whirlpool,14455.47,6,0.0,21.21,UPI,Desktop,5.0,Great quality product.,False,5
ORD0000587,CUST02890,Chetan Kumar,chetan.kumar215@outlook.com,18,Male,Vadodara,Gujarat,2021-09-07,2022-12-31,Completed,PROD6413,Under Armour Outdoor Sports Plus V3,Sports,Outdoor Sports,Under Armour,19540.84,7,10.0,150.68,Credit Card,Mobile,3.0,High quality material.,False,15
ORD0004052,CUST00832,Sanya Verma,sanya.verma257@gmail.com,28,Female,Patna,Bihar,2021-07-17,2022-12-31,Completed,PROD5257,Lego Remote Control Max T10,Toys,Remote Control,Lego,2939.38,5,40.0,132.21,COD,Desktop,4.0,,False,12
ORD0007114,CUST02647,Divya Kumar,divya.kumar781@outlook.com,66,Male,Pune,Maharashtra,2021-10-19,2022-12-31,Completed,PROD9923,Samsung Smart Watches Lite K8,Electronics,Smart Watches,Samsung,133165.05,5,10.0,128.08,COD,Mobile,,"Fast delivery, good packaging.",False,5
ORD0008270,CUST00164,Gaurav Yadav,gaurav.yadav665@yahoo.com,66,Male,Chandigarh,Punjab,2021-01-01,2022-12-31,Cancelled,PROD1376,Adidas Women's Clothing Pro V3,Fashion,Women's Clothing,Adidas,6644.63,10,20.0,162.03,Debit Card,Mobile,,,False,13
ORD0001709,CUST02062,Manish Bose,manish.bose252@hotmail.com,70,Female,Bhopal,Madhya Pradesh,2021-05-14,2022-12-31,Completed,PROD9388,Havells Storage Max Z5,Home & Kitchen,Storage,Havells,10958.12,3,5.0,57.77,Debit Card,Mobile,4.0,Very sturdy and durable.,False,3
ORD0000856,CUST01764,Meera Banerjee,meera.banerjee347@gmail.com,21,Female,Hyderabad,Telangana,2021-12-22,2023-01-01,Cancelled,PROD9770,LG Tablets Classic G9,Electronics,Tablets,LG,137939.36,5,0.0,49.23,Credit Card,Tablet,,,False,6
ORD0009316,CUST00571,Rajesh Agarwal,rajesh.agarwal630@yahoo.com,67,Male,Gurgaon,Haryana,2021-07-29,2023-01-01,Completed,PROD1619,Biotique Makeup Premium A7,Beauty,Makeup,Biotique,7521.37,5,25.0,121.55,Credit Card,Mobile,5.0,Best product in this range.,False,13
ORD0002433,CUST00726,Kavya Bose,kavya.bose882@hotmail.com,61,Female,Coimbatore,Tamil Nadu,2021-09-28,2023-01-01,Completed,PROD7298,Zara Men's Clothing Elite X1,Fashion,Men's Clothing,Zara,401.87,4,0.0,162.6,Credit Card,Mobile,5.0,Fits perfectly!,False,10
ORD0000150,CUST00865,Umesh Singh,umesh.singh674@outlook.com,31,Male,Hyderabad,Telangana,2021-09-25,2023-01-01,Completed,PROD3973,Bajaj Kitchen Appliances Lite V3,Home & Kitchen,Kitchen Appliances,Bajaj,40835.22,3,0.0,139.53,Net Banking,Mobile,5.0,Perfect size for my home.,False,4
ORD0008661,CUST01071,Zara Iyer,zara.iyer68@yahoo.com,39,Male,Lucknow,Uttar Pradesh,2021-05-11,2023-01-01,Cancelled,PROD5804,Whirlpool Home Decor Elite X1,Home & Kitchen,Home Decor,Whirlpool,7838.72,5,10.0,54.19,COD,Mobile,,,False,15
ORD0000434,CUST00683,Vikas Shah,vikas.shah360@yahoo.com,22,Male,Nagpur,Maharashtra,2021-10-26,2023-01-01,Completed,PROD9007,Sony Smart Watches Eco M4,Electronics,Smart Watches,Sony,47295.92,5,0.0,91.66,Credit Card,Mobile,4.0,Highly recommend this product.,False,6
ORD0004183,CUST01443,Amara Bose,amara.bose473@yahoo.com,45,Female,Vadodara,Gujarat,2021-12-05,2023-01-02,Completed,PROD2175,Hot Wheels Action Figures Lite S2,Toys,Action Figures,Hot Wheels,2525.24,6,0.0,123.33,Net Banking,Mobile,5.0,Kids loved it!,False,15
ORD0000537,CUST01271,Meera Bose,meera.bose632@hotmail.com,60,Female,Agra,Uttar Pradesh,2021-05-03,2023-01-02,Pending,PROD1112,Apple Smart Watches Pro T10,Electronics,Smart Watches,Apple,130125.88,5,0.0,100.36,Credit Card,Mobile,,,False,3
ORD0002959,CUST00731,Priya Singh,priya.singh606@outlook.com,36,Male,Kanpur,Uttar Pradesh,2021-02-25,2023-01-02,Completed,PROD3231,Biotique Men's Grooming Elite X1,Beauty,Men's Grooming,Biotique,3373.69,8,5.0,170.3,Credit Card,Mobile,5.0,Gentle on sensitive skin.,False,10
ORD0005195,CUST01728,Priya Chatterjee,priya.chatterjee469@hotmail.com,69,Male,Delhi,Delhi,2021-12-15,2023-01-02,Completed,PROD5268,Puma Footwear Lite X1,Fashion,Footwear,Puma,10733.05,3,5.0,38.91,Debit Card,Tablet,3.0,,False,6
ORD0007019,CUST00442,Yash Joshi,yash.joshi42@yahoo.com,18,Male,Pune,Maharashtra,2021-05-11,2023-01-02,Cancelled,PROD9636,Lego Remote Control Elite G9,Toys,Remote Control,Lego,4620.22,5,5.0,55.66,UPI,Mobile,,,False,6
ORD0008980,CUST00217,Riya Gupta,riya.gupta117@gmail.com,49,Male,Ahmedabad,Gujarat,2021-01-19,2023-01-02,Completed,PROD1393,Samsung Headphones Plus V3,Electronics,Headphones,Samsung,113035.14,8,0.0,173.7,Debit Card,Mobile,5.0,Sound quality is superb.,False,8
ORD0006920,CUST01237,Aisha Das,aisha.das471@outlook.com,44,Female,Chennai,Tamil Nadu,2021-12-10,2023-01-02,Completed,PROD4753,Levi's Footwear Lite Z5,Fashion,Footwear,Levi's,5196.66,4,25.0,186.27,Credit Card,Tablet,3.0,Great stitching quality.,False,14
ORD0007379,CUST00657,Ankit Bose,ankit.bose185@yahoo.com,24,Female,Kochi,Kerala,2021-07-11,2023-01-02,Completed,PROD5463,Zara Jewellery Lite S2,Fashion,Jewellery,Zara,5840.94,10,5.0,109.77,Debit Card,Desktop,3.0,Nice quality fabric.,False,7
ORD0000733,CUST01545,Ayaan Malhotra,ayaan.malhotra468@yahoo.com,39,Male,Kanpur,Uttar Pradesh,2021-01-05,2023-01-02,Returned,PROD6937,Reebok Fitness Equipment Lite K8,Sports,Fitness Equipment,Reebok,17285.73,7,40.0,107.31,UPI,Desktop,,,True,14
ORD0009237,CUST02341,Arjun Ghosh,arjun.ghosh880@gmail.com,48,Female,Bangalore,Karnataka,2021-03-03,2023-01-03,Completed,PROD1072,Nike Bags Pro S2,Fashion,Bags,Nike,11100.01,7,20.0,34.78,UPI,Desktop,4.0,,False,4
ORD0004881,CUST00707,Swati Kapoor,swati.kapoor129@yahoo.com,46,Female,Agra,Uttar Pradesh,2021-04-21,2023-01-03,Completed,PROD4477,L'Oreal Fragrances Ultra K8,Beauty,Fragrances,L'Oreal,6705.23,2,15.0,139.92,Credit Card,Mobile,4.0,Best product in this range.,False,12
ORD0007332,CUST00401,Arjun Chatterjee,arjun.chatterjee711@yahoo.com,49,Female,Lucknow,Uttar Pradesh,2021-05-13,2023-01-03,Completed,PROD4083,Nike Cycling Eco G9,Sports,Cycling,Nike,25591.53,4,20.0,52.09,Credit Card,Mobile,5.0,,False,15
ORD0000631,CUST01771,Pankaj Malhotra,pankaj.malhotra95@hotmail.com,63,Male,Bhopal,Madhya Pradesh,2021-07-24,2023-01-03,Returned,PROD2155,Dell TV & Monitors Max A7,Electronics,TV & Monitors,Dell,21495.83,3,5.0,83.72,UPI,Tablet,,,True,4
ORD0008748,CUST01173,Saurabh Yadav,saurabh.yadav726@hotmail.com,25,Female,Visakhapatnam,Andhra Pradesh,2021-10-14,2023-01-03,Completed,PROD5008,Havells Kitchen Appliances Smart A7,Home & Kitchen,Kitchen Appliances,Havells,4191.7,8,30.0,56.72,UPI,Mobile,5.0,Easy to assemble.,False,14
ORD0009283,CUST00496,Gaurav Joshi,gaurav.joshi639@hotmail.com,43,Male,Nagpur,Maharashtra,2021-04-26,2023-01-04,Completed,PROD6488,UCB Women's Clothing Premium X1,Fashion,Women's Clothing,UCB,11902.74,2,20.0,107.76,UPI,Mobile,5.0,Fits perfectly!,False,14
ORD0005606,CUST00396,Manoj Chatterjee,manoj.chatterjee635@gmail.com,48,Female,Kolkata,West Bengal,2021-02-15,2023-01-04,Completed,PROD2260,Apple Smartphones Lite R6,Electronics,Smartphones,Apple,50849.4,9,10.0,106.85,Debit Card,Tablet,4.0,Great value for money.,False,12
ORD0000174,CUST01440,Vinay Saxena,vinay.saxena344@hotmail.com,20,Other,Agra,Uttar Pradesh,2021-03-28,2023-01-04,Cancelled,PROD1494,Levi's Accessories Elite G9,Fashion,Accessories,Levi's,2290.91,3,5.0,136.6,Debit Card,Desktop,,,False,3
ORD0009941,CUST00206,Rajesh Kumar,rajesh.kumar846@gmail.com,23,Female,Hyderabad,Telangana,2021-11-15,2023-01-04,Completed,PROD8649,Adidas Yoga & Meditation Eco S2,Sports,Yoga & Meditation,Adidas,4184.57,4,0.0,138.1,UPI,Mobile,,High quality material.,False,6
ORD0002473,CUST00198,Mohit Sharma,mohit.sharma455@outlook.com,50,Male,Ahmedabad,Gujarat,2021-03-31,2023-01-04,Completed,PROD3371,Mamaearth Skincare Eco V3,Beauty,Skincare,Mamaearth,6315.65,8,5.0,92.6,Net Banking,Mobile,2.0,,False,4
ORD0008140,CUST01389,Vikram Nair,vikram.nair588@hotmail.com,36,Female,Vadodara,Gujarat,2021-11-18,2023-01-04,Completed,PROD7676,Nike Women's Clothing Lite M4,Fashion,Women's Clothing,Nike,8097.33,8,0.0,197.53,Debit Card,Desktop,2.0,,False,6
ORD0008154,CUST01557,Varun Das,varun.das608@yahoo.com,27,Male,Kanpur,Uttar Pradesh,2021-11-24,2023-01-04,Completed,PROD9848,Sony Headphones Elite V3,Electronics,Headphones,Sony,94794.77,7,15.0,191.86,Credit Card,Mobile,1.0,,False,12
ORD0008027,CUST00522,Suresh Yadav,suresh.yadav932@gmail.com,68,Male,Surat,Gujarat,2021-08-09,2023-01-05,Completed,PROD5960,Philips Bedding Plus V3,Home & Kitchen,Bedding,Philips,41366.16,10,0.0,36.33,Debit Card,Desktop,5.0,Exactly what I needed.,False,5
ORD0005104,CUST01874,Akash Bose,akash.bose80@gmail.com,57,Female,Delhi,Delhi,2021-05-21,2023-01-05,Completed,PROD8036,Havells Bedding Plus V3,Home & Kitchen,Bedding,Havells,40964.88,1,5.0,15.86,Debit Card,Mobile,3.0,,False,3
ORD0002845,CUST00980,Zara Yadav,zara.yadav249@yahoo.com,31,Male,Bhopal,Madhya Pradesh,2021-05-06,2023-01-05,Returned,PROD5086,Lenovo Cameras Smart G9,Electronics,Cameras,Lenovo,39341.24,10,15.0,107.96,Debit Card,Mobile,,,True,9
ORD0007306,CUST01615,Sneha Malhotra,sneha.malhotra756@outlook.com,20,Male,Noida,Uttar Pradesh,2021-03-12,2023-01-05,Completed,PROD4042,Bajaj Home Decor Elite A7,Home & Kitchen,Home Decor,Bajaj,5641.37,1,0.0,150.05,UPI,Mobile,4.0,Perfect size for my home.,False,4
ORD0005709,CUST01286,Akash Rao,akash.rao808@hotmail.com,29,Male,Chennai,Tamil Nadu,2021-11-21,2023-01-05,Completed,PROD4694,Philips Furniture Plus M4,Home & Kitchen,Furniture,Philips,31793.67,6,5.0,159.96,UPI,Mobile,5.0,,False,15
ORD0006114,CUST00056,Sanya Tiwari,sanya.tiwari889@outlook.com,43,Female,Kochi,Kerala,2021-07-10,2023-01-05,Completed,PROD6588,Apple Headphones Ultra S2,Electronics,Headphones,Apple,68394.54,4,0.0,197.49,Debit Card,Desktop,,"Fast delivery, good packaging.",False,13
ORD0007243,CUST01489,Chetan Chatterjee,chetan.chatterjee586@hotmail.com,55,Male,Chennai,Tamil Nadu,2021-04-05,2023-01-05,Returned,PROD3562,Reebok Team Sports Ultra Z5,Sports,Team Sports,Reebok,17501.81,9,0.0,50.87,Debit Card,Desktop,,,True,13
ORD0000479,CUST01773,Sunita Das,sunita.das598@yahoo.com,28,Female,Jaipur,Rajasthan,2021-07-26,2023-01-05,Returned,PROD2889,Philips Bedding Eco V3,Home & Kitchen,Bedding,Philips,23917.93,8,0.0,121.67,UPI,Mobile,,,True,15
ORD0002360,CUST00474,Nandini Ghosh,nandini.ghosh494@outlook.com,56,Male,Bhubaneswar,Odisha,2021-01-10,2023-01-06,Completed,PROD9285,Mattel Educational Toys Pro Z5,Toys,Educational Toys,Mattel,401.9,3,10.0,167.71,UPI,Mobile,4.0,,False,14
ORD0003486,CUST02309,Gaurav Joshi,gaurav.joshi523@outlook.com,61,Male,Mumbai,Maharashtra,2021-10-02,2023-01-06,Completed,PROD8905,Nike Bags Classic M4,Fashion,Bags,Nike,9312.29,1,0.0,124.58,Debit Card,Mobile,,,False,5
ORD0002808,CUST01748,Jaya Iyer,jaya.iyer682@hotmail.com,31,Male,Bhubaneswar,Odisha,2021-08-23,2023-01-06,Returned,PROD7648,LG Smartphones Premium V3,Electronics,Smartphones,LG,131229.7,4,15.0,176.32,Debit Card,Mobile,,,True,12
ORD0007916,CUST00931,Vishal Reddy,vishal.reddy846@gmail.com,37,Male,Agra,Uttar Pradesh,2021-02-15,2023-01-06,Completed,PROD6909,Adidas Cycling Premium M4,Sports,Cycling,Adidas,22949.92,4,25.0,151.7,Credit Card,Tablet,2.0,Great for workouts!,False,7
ORD0001262,CUST00791,Deepak Iyer,deepak.iyer849@gmail.com,45,Female,Bhubaneswar,Odisha,2021-09-06,2023-01-06,Pending,PROD1819,Oxford Self-Help Ultra X1,Books,Self-Help,Oxford,1218.8,2,10.0,193.01,Debit Card,Mobile,,,False,7
ORD0004780,CUST00004,Divya Kumar,divya.kumar230@hotmail.com,32,Female,Pune,Maharashtra,2021-09-29,2023-01-06,Returned,PROD2785,Levi's Women's Clothing Premium T10,Fashion,Women's Clothing,Levi's,5728.04,10,40.0,59.1,UPI,Mobile,,,True,4
ORD0000862,CUST00674,Aisha Srivastava,aisha.srivastava708@yahoo.com,40,Female,Coimbatore,Tamil Nadu,2021-07-03,2023-01-06,Returned,PROD6922,Whirlpool Furniture Eco R6,Home & Kitchen,Furniture,Whirlpool,16260.78,9,10.0,118.94,Debit Card,Mobile,,,True,11
ORD0005338,CUST01033,Pankaj Tiwari,pankaj.tiwari460@yahoo.com,56,Female,Indore,Madhya Pradesh,2021-05-25,2023-01-06,Cancelled,PROD1961,Puma Outdoor Sports Max M4,Sports,Outdoor Sports,Puma,2414.51,1,0.0,190.23,UPI,Desktop,,,False,8
ORD0004056,CUST01177,Shivam Chatterjee,shivam.chatterjee756@yahoo.com,31,Female,Coimbatore,Tamil Nadu,2021-08-22,2023-01-06,Completed,PROD6667,Dell Cameras Max T10,Electronics,Cameras,Dell,1162.43,7,0.0,103.07,Debit Card,Mobile,4.0,,False,8
ORD0004945,CUST00664,Suresh Tiwari,suresh.tiwari201@yahoo.com,33,Female,Kochi,Kerala,2021-03-14,2023-01-06,Completed,PROD2515,Samsung Tablets Ultra T10,Electronics,Tablets,Samsung,78167.51,4,0.0,86.5,UPI,Mobile,4.0,,False,5
ORD0006803,CUST01530,Riya Bose,riya.bose58@hotmail.com,35,Female,Lucknow,Uttar Pradesh,2021-07-07,2023-01-07,Completed,PROD8271,Zara Women's Clothing Smart S2,Fashion,Women's Clothing,Zara,6225.27,7,0.0,100.66,UPI,Tablet,5.0,Nice quality fabric.,False,11
ORD0004515,CUST00969,Bhavna Shah,bhavna.shah329@hotmail.com,39,Male,Kochi,Kerala,2021-12-22,2023-01-07,Returned,PROD2298,Philips Storage Premium R6,Home & Kitchen,Storage,Philips,13307.06,1,0.0,199.73,UPI,Mobile,,,True,12
ORD0001976,CUST00451,Aditi Saxena,aditi.saxena903@gmail.com,45,Female,Delhi,Delhi,2021-01-09,2023-01-07,Completed,PROD7172,Adidas Fitness Equipment Lite X1,Sports,Fitness Equipment,Adidas,4216.22,8,0.0,47.7,Credit Card,Desktop,2.0,,False,6
ORD0004905,CUST01371,Jaya Singh,jaya.singh730@hotmail.com,66,Female,Coimbatore,Tamil Nadu,2021-07-12,2023-01-07,Completed,PROD7282,Puma Women's Clothing Elite V3,Fashion,Women's Clothing,Puma,2467.24,4,20.0,176.04,Credit Card,Desktop,4.0,Nice quality fabric.,False,14
ORD0008196,CUST00627,Divya Pandey,divya.pandey693@outlook.com,66,Male,Bangalore,Karnataka,2021-12-25,2023-01-07,Completed,PROD4842,LG Cameras Classic R6,Electronics,Cameras,LG,124988.34,10,0.0,61.81,UPI,Tablet,3.0,Highly recommend this product.,False,4
ORD0006256,CUST02447,Deepa Kapoor,deepa.kapoor789@gmail.com,66,Male,Lucknow,Uttar Pradesh,2021-02-14,2023-01-07,Completed,PROD7414,L'Oreal Haircare Pro R6,Beauty,Haircare,L'Oreal,5757.07,7,0.0,84.65,COD,Mobile,5.0,Gentle on sensitive skin.,False,13
ORD0009362,CUST00624,Harsha Jain,harsha.jain857@hotmail.com,65,Male,Noida,Uttar Pradesh,2021-03-13,2023-01-08,Pending,PROD7001,IKEA Bedding Max X1,Home & Kitchen,Bedding,IKEA,1866.27,1,20.0,33.39,Debit Card,Mobile,,,False,13
ORD0002365,CUST01447,Yash Mishra,yash.mishra321@gmail.com,52,Female,Gurgaon,Haryana,2021-04-05,2023-01-08,Completed,PROD2848,Himalaya Men's Grooming Plus K8,Beauty,Men's Grooming,Himalaya,4634.6,3,10.0,142.88,COD,Desktop,4.0,Works as promised.,False,3
