order_id,customer_id,customer_name,customer_email,customer_age,customer_gender,customer_city,customer_state,registration_date,order_date,order_status,product_id,product_name,category,sub_category,brand,unit_price,quantity,discount_percent,shipping_cost,payment_method,device_type,rating,review_text,is_returned,delivery_days,total_amount,profit_margin,order_month,order_year,order_quarter,order_day_of_week,order_month_year,is_weekend,customer_tenure_days,delivery_status,discount_bucket,price_tier
ORD0006822,CUST00901,Mohit Chauhan,mohit.chauhan866@hotmail.com,28,Female,Lucknow,Uttar Pradesh,2021-07-11,2022-07-03,Completed,PROD6112,Sony Tablets Eco G9,Electronics,Tablets,Sony,129343.31,8,0.0,144.44,Debit Card,Mobile,4.0,Great value for money.,False,14,1034890.92,40.0,7,2022,3,Sunday,2022-07,True,357,Slow,No Discount,Luxury
ORD0009630,CUST01730,Bhavna Sharma,bhavna.sharma920@hotmail.com,66,Male,Kolkata,West Bengal,2021-12-02,2022-07-04,Returned,PROD6504,Biotique Skincare Lite S2,Beauty,Skincare,Biotique,3886.26,9,15.0,28.27,Credit Card,Mobile,4.0,No Review,True,5,29758.16,40.0,7,2022,3,Monday,2022-07,False,214,Normal,Medium (11-25%),Mid-range
ORD0000531,CUST01673,Chetan Chauhan,chetan.chauhan721@gmail.com,25,Male,Vadodara,Gujarat,2021-08-22,2022-07-04,Completed,PROD7697,Apple Cameras Pro G9,Electronics,Cameras,Apple,91666.97,10,30.0,106.44,Credit Card,Desktop,3.0,Highly recommend this product.,False,10,641775.23,40.0,7,2022,3,Monday,2022-07,False,316,Normal,High (26-50%),Luxury
ORD0008531,CUST00903,Anjali Das,anjali.das846@hotmail.com,56,Female,Pune,Maharashtra,2021-04-04,2022-07-04,Returned,PROD7356,Levi's Jewellery Max A7,Fashion,Jewellery,Levi's,3105.02,4,20.0,90.75,COD,Mobile,4.0,No Review,True,10,10026.81,40.0,7,2022,3,Monday,2022-07,False,456,Normal,Medium (11-25%),Mid-range
ORD0007210,CUST01008,Deepa Jain,deepa.jain191@yahoo.com,41,Female,Chennai,Tamil Nadu,2021-02-16,2022-07-04,Returned,PROD3698,Whirlpool Cookware Classic V3,Home & Kitchen,Cookware,Whirlpool,32568.18,6,0.0,53.74,Credit Card,Mobile,4.0,No Review,True,9,195462.82,40.0,7,2022,3,Monday,2022-07,False,503,Normal,No Discount,Premium
ORD0006839,CUST01322,Arjun Nair,arjun.nair909@gmail.com,63,Other,Lucknow,Uttar Pradesh,2021-09-16,2022-07-04,Completed,PROD6923,H&M Bags Max G9,Fashion,Bags,H&M,3200.89,2,30.0,147.07,UPI,Desktop,4.0,Nice quality fabric.,False,11,4628.32,40.0,7,2022,3,Monday,2022-07,False,291,Slow,High (26-50%),Mid-range
ORD0009080,CUST01675,Smita Bose,smita.bose395@hotmail.com,40,Female,Visakhapatnam,Andhra Pradesh,2021-07-04,2022-07-04,Completed,PROD8946,Havells Cookware Smart K8,Home & Kitchen,Cookware,Havells,39326.88,9,20.0,30.26,UPI,Desktop,2.0,Perfect size for my home.,False,2,283183.8,40.0,7,2022,3,Monday,2022-07,False,365,Fast,Medium (11-25%),Premium
ORD0007421,CUST00834,Manish Ghosh,manish.ghosh573@hotmail.com,43,Male,Coimbatore,Tamil Nadu,2021-08-02,2022-07-04,Completed,PROD4161,Nike Women's Clothing Plus K8,Fashion,Women's Clothing,Nike,14815.05,8,0.0,7.85,COD,Mobile,5.0,No Review,False,2,118528.25,40.0,7,2022,3,Monday,2022-07,False,336,Fast,No Discount,Premium
ORD0001217,CUST00185,Pooja Yadav,pooja.yadav680@outlook.com,62,Male,Lucknow,Uttar Pradesh,2021-11-26,2022-07-05,Completed,PROD4749,Apple Smartphones Lite S2,Electronics,Smartphones,Apple,21710.91,6,10.0,84.77,UPI,Mobile,3.0,Works perfectly as described.,False,9,117323.68,40.0,7,2022,3,Tuesday,2022-07,False,221,Normal,Low (1-10%),Premium
ORD0009115,CUST02624,Amit Verma,amit.verma360@yahoo.com,36,Female,Visakhapatnam,Andhra Pradesh,2021-01-21,2022-07-05,Completed,PROD9653,HarperCollins Fiction Elite T10,Books,Fiction,HarperCollins,706.29,10,20.0,150.24,UPI,Desktop,2.0,Well written and engaging.,False,14,5800.56,40.0,7,2022,3,Tuesday,2022-07,False,530,Slow,Medium (11-25%),Economy
ORD0003763,CUST01760,Yash Pandey,yash.pandey663@hotmail.com,26,Male,Visakhapatnam,Andhra Pradesh,2021-09-02,2022-07-05,Completed,PROD6297,Nike Women's Clothing Classic T10,Fashion,Women's Clothing,Nike,11631.9,10,5.0,13.49,Credit Card,Desktop,4.0,No Review,False,10,110516.54,40.0,7,2022,3,Tuesday,2022-07,False,306,Normal,Low (1-10%),Premium
ORD0005938,CUST00837,Ishaan Agarwal,ishaan.agarwal557@hotmail.com,44,Male,Pune,Maharashtra,2021-10-20,2022-07-05,Completed,PROD6103,LG Cameras Max R6,Electronics,Cameras,LG,74573.06,3,0.0,152.69,Credit Card,Desktop,4.0,No Review,False,15,223871.87,40.0,7,2022,3,Tuesday,2022-07,False,258,Slow,No Discount,Luxury
ORD0001002,CUST00418,Shruti Agarwal,shruti.agarwal913@yahoo.com,19,Female,Pune,Maharashtra,2021-10-19,2022-07-05,Pending,PROD3997,Arihant Comics Lite R6,Books,Comics,Arihant,106.4,6,10.0,83.33,Debit Card,Tablet,4.0,No Review,False,3,657.89,40.0,7,2022,3,Tuesday,2022-07,False,259,Fast,Low (1-10%),Budget
ORD0001876,CUST01640,Priya Kulkarni,priya.kulkarni878@outlook.com,34,Female,Kochi,Kerala,2021-07-25,2022-07-05,Cancelled,PROD3657,HarperCollins Non-Fiction Ultra Z5,Books,Non-Fiction,HarperCollins,848.82,4,5.0,17.39,UPI,Mobile,4.0,No Review,False,11,3242.91,40.0,7,2022,3,Tuesday,2022-07,False,345,Slow,Low (1-10%),Economy
ORD0005922,CUST01618,Tanvi Pandey,tanvi.pandey76@outlook.com,61,Female,Agra,Uttar Pradesh,2021-09-02,2022-07-06,Completed,PROD4256,LG Smartphones Eco Z5,Electronics,Smartphones,LG,125142.46,8,10.0,112.33,Credit Card,Desktop,4.0,Excellent performance!,False,7,901138.04,40.0,7,2022,3,Wednesday,2022-07,False,307,Normal,Low (1-10%),Luxury
ORD0000366,CUST00520,Pallavi Nair,pallavi.nair261@outlook.com,43,Female,Nagpur,Maharashtra,2021-06-21,2022-07-06,Cancelled,PROD5333,Dell Tablets Elite M4,Electronics,Tablets,Dell,69677.28,2,40.0,42.78,COD,Mobile,4.0,No Review,False,11,83655.52,40.0,7,2022,3,Wednesday,2022-07,False,380,Slow,High (26-50%),Luxury
ORD0007648,CUST01404,Rajan Das,rajan.das259@yahoo.com,64,Female,Visakhapatnam,Andhra Pradesh,2021-09-18,2022-07-06,Completed,PROD5103,Adidas Bags Classic X1,Fashion,Bags,Adidas,11080.28,9,40.0,49.39,UPI,Mobile,3.0,Fits perfectly!,False,15,59882.9,40.0,7,2022,3,Wednesday,2022-07,False,291,Slow,High (26-50%),Premium
ORD0005208,CUST02853,Amit Chatterjee,amit.chatterjee437@outlook.com,50,Female,Kanpur,Uttar Pradesh,2021-01-22,2022-07-06,Completed,PROD4150,Lego Dolls Pro R6,Toys,Dolls,Lego,3056.49,7,40.0,161.87,Credit Card,Mobile,4.0,Kids loved it!,False,10,12999.13,40.0,7,2022,3,Wednesday,2022-07,False,530,Normal,High (26-50%),Mid-range
ORD0003155,CUST01347,Sanya Iyer,sanya.iyer679@yahoo.com,35,Female,Noida,Uttar Pradesh,2021-11-29,2022-07-06,Returned,PROD9266,L'Oreal Skincare Lite S2,Beauty,Skincare,L'Oreal,6957.09,7,5.0,153.81,Debit Card,Mobile,4.0,No Review,True,11,46418.46,40.0,7,2022,3,Wednesday,2022-07,False,219,Slow,Low (1-10%),Mid-range
ORD0001060,CUST02719,Kunal Yadav,kunal.yadav783@gmail.com,55,Female,Jaipur,Rajasthan,2021-06-08,2022-07-07,Completed,PROD7467,H&M Jewellery Max V3,Fashion,Jewellery,H&M,12128.03,7,10.0,125.04,COD,Desktop,4.0,Great stitching quality.,False,3,76531.63,40.0,7,2022,3,Thursday,2022-07,False,394,Fast,Low (1-10%),Premium
ORD0003802,CUST00439,Ananya Kumar,ananya.kumar184@yahoo.com,53,Female,Agra,Uttar Pradesh,2021-03-17,2022-07-07,Completed,PROD1110,Whirlpool Furniture Ultra A7,Home & Kitchen,Furniture,Whirlpool,47419.34,10,10.0,162.08,UPI,Tablet,4.0,Great quality product.,False,6,426936.14,40.0,7,2022,3,Thursday,2022-07,False,477,Normal,Low (1-10%),Premium
ORD0000666,CUST01062,Vikram Rao,vikram.rao504@outlook.com,23,Male,Pune,Maharashtra,2021-07-03,2022-07-07,Completed,PROD3422,Mango Footwear Plus G9,Fashion,Footwear,Mango,1168.11,1,30.0,20.47,Debit Card,Mobile,5.0,Perfect for casual wear.,False,13,838.15,40.0,7,2022,3,Thursday,2022-07,False,369,Slow,High (26-50%),Economy
ORD0003963,CUST01221,Pankaj Kapoor,pankaj.kapoor850@hotmail.com,25,Female,Gurgaon,Haryana,2021-08-16,2022-07-07,Completed,PROD5723,Bajaj Storage Elite K8,Home & Kitchen,Storage,Bajaj,29932.72,1,0.0,37.17,Credit Card,Tablet,4.0,Looks great in my kitchen.,False,7,29969.89,40.0,7,2022,3,Thursday,2022-07,False,325,Normal,No Discount,Premium
ORD0007329,CUST00986,Deepak Rao,deepak.rao340@yahoo.com,64,Male,Bangalore,Karnataka,2021-06-07,2022-07-07,Completed,PROD3305,LG Smartphones Max R6,Electronics,Smartphones,LG,70620.19,2,30.0,179.36,Credit Card,Mobile,5.0,Highly recommend this product.,False,12,99047.63,40.0,7,2022,3,Thursday,2022-07,False,395,Slow,High (26-50%),Luxury
ORD0009614,CUST01837,Sanya Rao,sanya.rao299@gmail.com,22,Male,Delhi,Delhi,2021-07-10,2022-07-08,Completed,PROD5937,Puma Fitness Equipment Ultra G9,Sports,Fitness Equipment,Puma,805.34,4,5.0,30.18,Credit Card,Desktop,5.0,No Review,False,15,3090.47,40.0,7,2022,3,Friday,2022-07,False,363,Slow,Low (1-10%),Economy
ORD0004293,CUST01210,Kavya Chatterjee,kavya.chatterjee348@outlook.com,70,Male,Kanpur,Uttar Pradesh,2021-08-09,2022-07-08,Pending,PROD8474,Mango Women's Clothing Ultra G9,Fashion,Women's Clothing,Mango,6799.34,3,40.0,153.16,Wallet,Desktop,4.0,No Review,False,3,12391.97,40.0,7,2022,3,Friday,2022-07,False,333,Fast,High (26-50%),Mid-range
ORD0009963,CUST00097,Zara Singh,zara.singh169@outlook.com,70,Male,Bhopal,Madhya Pradesh,2021-07-07,2022-07-08,Completed,PROD4927,Nike Cycling Premium A7,Sports,Cycling,Nike,19473.3,3,0.0,99.84,Wallet,Mobile,5.0,Lightweight and comfortable.,False,9,58519.74,40.0,7,2022,3,Friday,2022-07,False,366,Normal,No Discount,Premium
ORD0005322,CUST01097,Karan Iyer,karan.iyer707@yahoo.com,32,Male,Kolkata,West Bengal,2021-09-24,2022-07-08,Completed,PROD6603,Sony Tablets Eco Z5,Electronics,Tablets,Sony,31479.82,10,15.0,108.82,Credit Card,Mobile,3.0,Works perfectly as described.,False,14,267687.29,40.0,7,2022,3,Friday,2022-07,False,287,Slow,Medium (11-25%),Premium
ORD0002626,CUST02828,Neha Mishra,neha.mishra810@gmail.com,48,Other,Kochi,Kerala,2021-01-28,2022-07-08,Completed,PROD9560,Zara Bags Ultra S2,Fashion,Bags,Zara,13766.77,7,0.0,152.93,Debit Card,Mobile,3.0,Great stitching quality.,False,9,96520.32,40.0,7,2022,3,Friday,2022-07,False,526,Normal,No Discount,Premium
ORD0008056,CUST01025,Ananya Bose,ananya.bose350@outlook.com,68,Male,Gurgaon,Haryana,2021-08-23,2022-07-09,Cancelled,PROD9593,Lenovo TV & Monitors Classic V3,Electronics,TV & Monitors,Lenovo,85957.7,9,10.0,198.91,Credit Card,Mobile,4.0,No Review,False,2,696456.28,40.0,7,2022,3,Saturday,2022-07,True,320,Fast,Low (1-10%),Luxury
ORD0007144,CUST01712,Smita Tiwari,smita.tiwari714@yahoo.com,62,Male,Vadodara,Gujarat,2021-06-22,2022-07-09,Completed,PROD4872,Havells Kitchen Appliances Elite R6,Home & Kitchen,Kitchen Appliances,Havells,25170.01,3,0.0,188.71,COD,Mobile,4.0,Saves a lot of time.,False,3,75698.74,40.0,7,2022,3,Saturday,2022-07,True,382,Fast,No Discount,Premium
ORD0002109,CUST01998,Ishaan Chauhan,ishaan.chauhan664@hotmail.com,28,Female,Agra,Uttar Pradesh,2021-05-05,2022-07-09,Completed,PROD1746,Sony Headphones Classic A7,Electronics,Headphones,Sony,121578.6,9,25.0,53.33,UPI,Mobile,3.0,Works perfectly as described.,False,6,820708.88,40.0,7,2022,3,Saturday,2022-07,True,430,Normal,Medium (11-25%),Luxury
ORD0008855,CUST01761,Kavya Mishra,kavya.mishra486@hotmail.com,32,Female,Chandigarh,Punjab,2021-04-21,2022-07-09,Completed,PROD7226,Lenovo TV & Monitors Elite Z5,Electronics,TV & Monitors,Lenovo,76645.49,3,20.0,139.9,UPI,Mobile,4.0,"Fast delivery, good packaging.",False,8,184089.08,40.0,7,2022,3,Saturday,2022-07,True,444,Normal,Medium (11-25%),Luxury
ORD0007120,CUST00016,Sanya Jain,sanya.jain494@gmail.com,57,Female,Visakhapatnam,Andhra Pradesh,2021-03-07,2022-07-09,Cancelled,PROD3025,UCB Jewellery Eco V3,Fashion,Jewellery,UCB,5730.4,1,40.0,76.29,UPI,Desktop,4.0,No Review,False,13,3514.53,40.0,7,2022,3,Saturday,2022-07,True,489,Slow,High (26-50%),Mid-range
ORD0007612,CUST00373,Nikhil Yadav,nikhil.yadav306@hotmail.com,50,Male,Agra,Uttar Pradesh,2021-11-14,2022-07-10,Completed,PROD8408,Under Armour Cycling Elite K8,Sports,Cycling,Under Armour,3585.88,8,20.0,158.6,Debit Card,Mobile,5.0,High quality material.,False,4,23108.23,40.0,7,2022,3,Sunday,2022-07,True,238,Fast,Medium (11-25%),Mid-range
ORD0003748,CUST00876,Ananya Yadav,ananya.yadav844@hotmail.com,49,Male,Coimbatore,Tamil Nadu,2021-11-12,2022-07-10,Pending,PROD9714,OnePlus Smart Watches Classic V3,Electronics,Smart Watches,OnePlus,6160.23,8,10.0,22.49,Credit Card,Desktop,4.0,No Review,False,15,44376.15,40.0,7,2022,3,Sunday,2022-07,True,240,Slow,Low (1-10%),Mid-range
ORD0003125,CUST00493,Amara Pandey,amara.pandey851@outlook.com,45,Female,Visakhapatnam,Andhra Pradesh,2021-07-09,2022-07-10,Completed,PROD5657,L'Oreal Wellness Ultra M4,Beauty,Wellness,L'Oreal,6996.81,7,10.0,82.34,Net Banking,Mobile,4.0,No Review,False,14,44162.24,40.0,7,2022,3,Sunday,2022-07,True,366,Slow,Low (1-10%),Mid-range
ORD0000711,CUST02385,Swati Kulkarni,swati.kulkarni983@outlook.com,63,Male,Lucknow,Uttar Pradesh,2021-09-06,2022-07-10,Pending,PROD3783,Hot Wheels Dolls Smart G9,Toys,Dolls,Hot Wheels,384.46,7,10.0,53.29,Credit Card,Mobile,4.0,No Review,False,14,2475.39,40.0,7,2022,3,Sunday,2022-07,True,307,Slow,Low (1-10%),Budget
ORD0009608,CUST01708,Smita Kulkarni,smita.kulkarni401@yahoo.com,30,Male,Kochi,Kerala,2021-11-14,2022-07-10,Completed,PROD5534,UCB Women's Clothing Premium G9,Fashion,Women's Clothing,UCB,14817.33,3,10.0,190.41,UPI,Tablet,4.0,No Review,False,5,40197.2,40.0,7,2022,3,Sunday,2022-07,True,238,Normal,Low (1-10%),Premium
ORD0005622,CUST00702,Saurabh Patel,saurabh.patel278@outlook.com,26,Female,Hyderabad,Telangana,2021-05-03,2022-07-10,Returned,PROD3315,Sony Headphones Ultra X1,Electronics,Headphones,Sony,102017.44,10,20.0,88.75,Credit Card,Mobile,4.0,No Review,True,5,816228.27,40.0,7,2022,3,Sunday,2022-07,True,433,Normal,Medium (11-25%),Luxury
ORD0000553,CUST00100,Jaya Pandey,jaya.pandey217@gmail.com,42,Female,Vadodara,Gujarat,2021-12-09,2022-07-10,Completed,PROD5447,Lakme Men's Grooming Eco R6,Beauty,Men's Grooming,Lakme,6795.85,5,0.0,162.82,Credit Card,Desktop,5.0,No Review,False,3,34142.07,40.0,7,2022,3,Sunday,2022-07,True,213,Fast,No Discount,Mid-range
ORD0004340,CUST01060,Bhavna Saxena,bhavna.saxena730@hotmail.com,58,Female,Agra,Uttar Pradesh,2021-03-15,2022-07-10,Cancelled,PROD4475,Apple Smart Watches Elite T10,Electronics,Smart Watches,Apple,76642.52,10,25.0,8.59,Credit Card,Mobile,4.0,No Review,False,5,574827.49,40.0,7,2022,3,Sunday,2022-07,True,482,Normal,Medium (11-25%),Luxury
ORD0001461,CUST02497,Ankit Agarwal,ankit.agarwal529@yahoo.com,32,Male,Agra,Uttar Pradesh,2021-05-08,2022-07-10,Cancelled,PROD4497,Adidas Footwear Pro M4,Fashion,Footwear,Adidas,8585.25,8,10.0,62.14,COD,Mobile,4.0,No Review,False,11,61875.94,40.0,7,2022,3,Sunday,2022-07,True,428,Slow,Low (1-10%),Mid-range
ORD0001753,CUST02533,Aarav Patel,aarav.patel50@hotmail.com,28,Female,Bhubaneswar,Odisha,2021-01-08,2022-07-11,Completed,PROD2474,Biotique Men's Grooming Plus A7,Beauty,Men's Grooming,Biotique,1085.02,3,0.0,175.31,Credit Card,Mobile,5.0,No Review,False,10,3430.37,40.0,7,2022,3,Monday,2022-07,False,549,Normal,No Discount,Economy
ORD0004732,CUST00677,Ishaan Sharma,ishaan.sharma488@gmail.com,62,Male,Kochi,Kerala,2021-03-19,2022-07-11,Completed,PROD7333,Lego Board Games Pro V3,Toys,Board Games,Lego,1757.1,8,10.0,194.12,Credit Card,Mobile,3.0,Good quality and safe.,False,9,12845.24,40.0,7,2022,3,Monday,2022-07,False,479,Normal,Low (1-10%),Economy
ORD0004596,CUST02635,Vinay Nair,vinay.nair651@hotmail.com,54,Female,Pune,Maharashtra,2021-11-20,2022-07-11,Pending,PROD9147,Apple TV & Monitors Ultra S2,Electronics,TV & Monitors,Apple,94977.06,7,20.0,28.31,UPI,Desktop,4.0,No Review,False,4,531899.85,40.0,7,2022,3,Monday,2022-07,False,233,Fast,Medium (11-25%),Luxury
ORD0000457,CUST01005,Varun Srivastava,varun.srivastava521@gmail.com,45,Female,Agra,Uttar Pradesh,2021-10-14,2022-07-11,Completed,PROD1174,Hasbro Educational Toys Max M4,Toys,Educational Toys,Hasbro,1932.76,3,10.0,0.87,Net Banking,Tablet,5.0,Great educational toy.,False,15,5219.32,40.0,7,2022,3,Monday,2022-07,False,270,Slow,Low (1-10%),Economy
ORD0007997,CUST00918,Gaurav Srivastava,gaurav.srivastava97@gmail.com,41,Other,Vadodara,Gujarat,2021-03-15,2022-07-12,Completed,PROD4363,Nike Fitness Equipment Lite A7,Sports,Fitness Equipment,Nike,16766.86,3,25.0,148.34,UPI,Desktop,5.0,Worth every rupee.,False,10,37873.77,40.0,7,2022,3,Tuesday,2022-07,False,484,Normal,Medium (11-25%),Premium
ORD0003210,CUST01122,Meera Gupta,meera.gupta296@yahoo.com,18,Male,Ahmedabad,Gujarat,2021-04-22,2022-07-12,Completed,PROD8877,Lenovo Laptops Premium X1,Electronics,Laptops,Lenovo,18713.33,8,0.0,117.05,UPI,Tablet,4.0,Works perfectly as described.,False,2,149823.69,40.0,7,2022,3,Tuesday,2022-07,False,446,Fast,No Discount,Premium
ORD0005165,CUST01217,Lakshmi Chauhan,lakshmi.chauhan279@outlook.com,23,Female,Lucknow,Uttar Pradesh,2021-03-28,2022-07-12,Completed,PROD2552,Arihant Comics Lite T10,Books,Comics,Arihant,1810.57,7,20.0,140.76,Wallet,Mobile,3.0,Gripping storyline.,False,11,10279.95,40.0,7,2022,3,Tuesday,2022-07,False,471,Slow,Medium (11-25%),Economy
ORD0002951,CUST00959,Deepak Kumar,deepak.kumar493@yahoo.com,46,Male,Vadodara,Gujarat,2021-08-16,2022-07-12,Returned,PROD6394,Samsung TV & Monitors Pro K8,Electronics,TV & Monitors,Samsung,138625.52,5,15.0,127.82,UPI,Mobile,4.0,No Review,True,6,589286.28,40.0,7,2022,3,Tuesday,2022-07,False,330,Normal,Medium (11-25%),Luxury
ORD0001414,CUST00429,Umesh Shah,umesh.shah375@outlook.com,56,Female,Indore,Madhya Pradesh,2021-10-10,2022-07-12,Completed,PROD2273,OnePlus Cameras Ultra M4,Electronics,Cameras,OnePlus,147503.85,2,5.0,56.16,Credit Card,Mobile,3.0,Great value for money.,False,4,280313.47,40.0,7,2022,3,Tuesday,2022-07,False,275,Fast,Low (1-10%),Luxury
ORD0005536,CUST01329,Meera Gupta,meera.gupta307@hotmail.com,38,Female,Kolkata,West Bengal,2021-02-08,2022-07-12,Completed,PROD3655,Samsung Cameras Pro V3,Electronics,Cameras,Samsung,92774.14,9,10.0,27.79,Net Banking,Desktop,5.0,Great value for money.,False,2,751498.32,40.0,7,2022,3,Tuesday,2022-07,False,519,Fast,Low (1-10%),Luxury
ORD0002243,CUST01592,Tanvi Iyer,tanvi.iyer284@gmail.com,52,Male,Chennai,Tamil Nadu,2021-06-08,2022-07-13,Completed,PROD7835,Arihant Non-Fiction Premium S2,Books,Non-Fiction,Arihant,867.98,3,10.0,36.65,UPI,Mobile,4.0,No Review,False,8,2380.2,40.0,7,2022,3,Wednesday,2022-07,False,400,Normal,Low (1-10%),Economy
ORD0005730,CUST00942,Priya Gupta,priya.gupta537@gmail.com,28,Male,Kochi,Kerala,2021-11-06,2022-07-13,Completed,PROD6715,Levi's Bags Premium A7,Fashion,Bags,Levi's,11590.79,8,15.0,185.15,COD,Mobile,4.0,Loved the colour.,False,2,79002.52,40.0,7,2022,3,Wednesday,2022-07,False,249,Fast,Medium (11-25%),Premium
ORD0001039,CUST00680,Swati Ghosh,swati.ghosh369@hotmail.com,56,Male,Visakhapatnam,Andhra Pradesh,2021-12-10,2022-07-13,Cancelled,PROD9215,Adidas Women's Clothing Classic X1,Fashion,Women's Clothing,Adidas,4848.88,5,25.0,48.64,Credit Card,Tablet,4.0,No Review,False,11,18231.94,40.0,7,2022,3,Wednesday,2022-07,False,215,Slow,Medium (11-25%),Mid-range
ORD0000879,CUST01190,Rohit Banerjee,rohit.banerjee742@gmail.com,42,Other,Kolkata,West Bengal,2021-05-21,2022-07-13,Completed,PROD8154,Lenovo Laptops Eco G9,Electronics,Laptops,Lenovo,48650.96,1,40.0,22.38,Debit Card,Mobile,1.0,Sound quality is superb.,False,10,29212.96,40.0,7,2022,3,Wednesday,2022-07,False,418,Normal,High (26-50%),Premium
ORD0008115,CUST00112,Umesh Kapoor,umesh.kapoor561@hotmail.com,61,Female,Lucknow,Uttar Pradesh,2021-11-29,2022-07-13,Cancelled,PROD6940,Samsung Cameras Eco R6,Electronics,Cameras,Samsung,45443.12,8,15.0,187.05,COD,Tablet,4.0,No Review,False,15,309200.27,40.0,7,2022,3,Wednesday,2022-07,False,226,Slow,Medium (11-25%),Premium
ORD0008498,CUST01279,Riya Kumar,riya.kumar318@outlook.com,23,Female,Lucknow,Uttar Pradesh,2021-10-01,2022-07-13,Completed,PROD4966,Himalaya Haircare Pro Z5,Beauty,Haircare,Himalaya,574.06,6,40.0,45.44,Credit Card,Desktop,5.0,Will definitely buy again.,False,11,2112.06,40.0,7,2022,3,Wednesday,2022-07,False,285,Slow,High (26-50%),Economy
ORD0006613,CUST00771,Sunita Rao,sunita.rao51@gmail.com,31,Female,Chandigarh,Punjab,2021-12-14,2022-07-13,Cancelled,PROD3468,LG Headphones Plus G9,Electronics,Headphones,LG,22941.76,1,30.0,122.92,UPI,Mobile,4.0,No Review,False,7,16182.15,40.0,7,2022,3,Wednesday,2022-07,False,211,Normal,High (26-50%),Premium
ORD0003652,CUST00992,Kunal Banerjee,kunal.banerjee386@gmail.com,34,Female,Bangalore,Karnataka,2021-12-08,2022-07-13,Completed,PROD9999,Lenovo Laptops Premium R6,Electronics,Laptops,Lenovo,3690.59,5,5.0,162.54,Credit Card,Desktop,4.0,Excellent performance!,False,4,17692.84,40.0,7,2022,3,Wednesday,2022-07,False,217,Fast,Low (1-10%),Mid-range
ORD0008916,CUST00480,Akash Shah,akash.shah588@yahoo.com,47,Male,Coimbatore,Tamil Nadu,2021-07-09,2022-07-13,Returned,PROD4054,Samsung Smartphones Classic Z5,Electronics,Smartphones,Samsung,91004.09,6,15.0,116.72,Wallet,Mobile,4.0,No Review,True,14,464237.58,40.0,7,2022,3,Wednesday,2022-07,False,369,Slow,Medium (11-25%),Luxury
ORD0009481,CUST00979,Tanvi Patel,tanvi.patel116@gmail.com,66,Female,Kanpur,Uttar Pradesh,2021-03-13,2022-07-13,Pending,PROD1011,IKEA Storage Eco G9,Home & Kitchen,Storage,IKEA,8494.26,10,10.0,193.29,UPI,Desktop,4.0,No Review,False,8,76641.63,40.0,7,2022,3,Wednesday,2022-07,False,487,Normal,Low (1-10%),Mid-range
ORD0009781,CUST00117,Smita Kapoor,smita.kapoor679@hotmail.com,34,Male,Noida,Uttar Pradesh,2021-08-29,2022-07-14,Returned,PROD9210,Bosch Home Decor Eco K8,Home & Kitchen,Home Decor,Bosch,41828.29,10,20.0,98.34,Credit Card,Desktop,4.0,No Review,True,2,334724.66,40.0,7,2022,3,Thursday,2022-07,False,319,Fast,Medium (11-25%),Premium
ORD0006411,CUST00875,Bhavna Joshi,bhavna.joshi814@gmail.com,57,Female,Bhubaneswar,Odisha,2021-05-27,2022-07-14,Pending,PROD4850,Bosch Cookware Classic G9,Home & Kitchen,Cookware,Bosch,19359.01,6,50.0,35.75,UPI,Mobile,4.0,No Review,False,8,58112.78,40.0,7,2022,3,Thursday,2022-07,False,413,Normal,High (26-50%),Premium
ORD0003537,CUST01199,Amara Iyer,amara.iyer643@outlook.com,55,Female,Bangalore,Karnataka,2021-03-26,2022-07-14,Completed,PROD1310,S. Chand Non-Fiction Elite G9,Books,Non-Fiction,S. Chand,1271.2,9,10.0,130.37,Debit Card,Mobile,4.0,Highly recommend to everyone.,False,13,10427.09,40.0,7,2022,3,Thursday,2022-07,False,475,Slow,Low (1-10%),Economy
ORD0007218,CUST01617,Umesh Tiwari,umesh.tiwari385@yahoo.com,54,Female,Ahmedabad,Gujarat,2021-02-23,2022-07-14,Returned,PROD5867,Hot Wheels Educational Toys Pro A7,Toys,Educational Toys,Hot Wheels,906.26,10,25.0,43.51,UPI,Mobile,4.0,No Review,True,12,6840.46,40.0,7,2022,3,Thursday,2022-07,False,506,Slow,Medium (11-25%),Economy
ORD0009968,CUST01337,Ishaan Tiwari,ishaan.tiwari923@gmail.com,43,Female,Chennai,Tamil Nadu,2021-03-08,2022-07-15,Completed,PROD5307,Zara Men's Clothing Max X1,Fashion,Men's Clothing,Zara,8223.89,7,0.0,79.57,Credit Card,Mobile,5.0,No Review,False,6,57646.8,40.0,7,2022,3,Friday,2022-07,False,494,Normal,No Discount,Mid-range
ORD0008981,CUST02331,Pankaj Patel,pankaj.patel472@outlook.com,37,Female,Indore,Madhya Pradesh,2021-03-13,2022-07-15,Cancelled,PROD9815,Reebok Fitness Equipment Ultra X1,Sports,Fitness Equipment,Reebok,4945.79,2,5.0,81.17,Credit Card,Mobile,4.0,No Review,False,14,9478.17,40.0,7,2022,3,Friday,2022-07,False,489,Slow,Low (1-10%),Mid-range
